,comp_name,description,business_model,customer,keywords,stage,total_funding,num_investors,date_founded,location,employees,website
2013,ecolocalmarket,"We have a project to   make easy to connect again with food production. Made in Barcelona by ecofoodies.

Ecolocal market app is  the Cool Food App That Make your Meals Saferbecause small-scale, organic farmers choose to use organic and natural pest repellants to preserve the health of the food they distribute,

and we can all contribute in protecting our planet and our health by supporting them.Our innovation is the use of machine learning to optimize stocks,

transit, as well as demand forecast",Ecommerce & Trade,,Green & EnergytechAI & Big Data Undisclosed Funding,-1.0,,,Founded: 2018,,0.0,
2014,emotionsAR,"emotions AR is committed to offering an easy and fun way to help print everybody's pictures and videos from anywhere and at any time. We are all living through a mobile-centric revolution. The extensive use of smart devices has changed the way we take, share and print our memories. emotions AR is continuously searching for new opportunities in this growing business space.",Subscription,Business,Business Services & SoftwareIoT & Sensors Seed,2.0,,,Founded: 2012,,4.0,
2015,erreqerre,"Children's swimwear: swimsuits for babies, boys, girls, infants and teenagers.",Ecommerce & Trade,Consumer,Fashion & DesignAI & Big Data Pre-seed,1.0,,,Founded: 2011,,0.0,
2016,future genius® Play Big!,"In Future Genius Educational Games Ltd. we design, develop, manufacture and distribute educational games, tools and IT systems. Our educational games, link traditional physical games, with mobile devices, through a patented system.","Development & Manufacturing, Ecommerce & Trade, Marketplace, Saas, Subscription","Business, Consumer",EdtechIoT & Sensors Pre-seed,1.0,,,Founded: 2017,,4.0,
2017,goPure,"goPure was born in 2018 in Barcelona  from the experience of a team of experts in nutrition, health and technology, who come together with a vision: ""bring healthy and personalized nutrition to the mainstream"". A tool that helps meal planning, purchase ingredients and optimize their cooking time.  We also support, educate and motivate. How? Through an adaptive algorithm that personalizes and learns from the user to always offer the best proposal.",,"Business, Consumer",FoodtechAI & Big DataHealthtech ICT & Mobile Beauty & Personal care  Pre-seed,1.0,,,Founded: 2018,,4.0,
2018,hashingdna.com,Time stamps (integrity and creation data) for any file or contract  Decentralised ID  Smart Contracts (automated contracts),Subscription,"Business, Consumer",LegaltechDLT/Blockchain Seed,2.0,,,Founded: 2018,,4.0,
2019,her roomies,"The FIRST and ONLY platform for renting rooms, flats, co-living rooms and student residences, designed and focused on HER. Her Roomies goes beyond being a standard rental portal, by creating a women-focused rental community and ecosystem.",Ecommerce & Trade,Consumer,ProptechAI & Big Data Undisclosed Funding,-1.0,,,Founded: 2020,,0.0,
2020,iCERT,"icert is a certification that transparently manages customer reviews collected in e-commerce and shares these ratings, generating more confidence, greater conversions and increased loyalty.  It is compatible with the vast majority of current ecommerce businesses.icert is a certification that transparently manages customer reviews collected in e-commerce and shares these ratings, generating more confidence, greater conversions and increased loyalty.","Ecommerce & Trade, Other types of licence",Business,EcommerceCloud & Edge Computing Pre-seed,1.0,,,Founded: 2012,,3.0,
2021,iKeyBnB,"iKeyBnB is a new and innovative solution that provides a simple, fast and completely secure key exchange service offered 24/7.","Saas, Subscription",Consumer,HardwareCybersecurity Seed,2.0,,,Founded: 2016,,10.0,
2022,iNMovens,iNMovens Solutions is a Barcelona-based company that makes native mobile apps for its customers. We are able to detect our customer needs and make the perfect app for their business.,"Consultancy & Agency, Development & Manufacturing","Business, Consumer",ICT & MobileConnectivitySustainable mobility IoT & Sensors Automation Digital Health  Pre-seed,1.0,,,Founded: 2013,,5.0,
2023,iVascular,iVascular develops advanced innovative medical devices and therapies for the treatment of disorders of the cardiovascular system.,"Development & Manufacturing, R+D+I Services","Business, Consumer",HealthtechBioengineering & Regenerative medicine Series B,4.0,,,Founded: 2012,,0.0,
2024,iWOPI,"iWOPI is a sport and solidarity social network that connects people, businesses and society through participation in social projects by donating the miles/km they run every day.",Software licence,"Business, Consumer",SportsAI & Big Data Pre-seed,1.0,,,Founded: 2013,,1.0,
2025,iasesorate.com,iasesorate.com is a new channel with which users can make online legal enquiries and that meanwhile generates business opportunities in professional practices.,"Consultancy & Agency, Ecommerce & Trade","Business, Consumer",Business Services & SoftwareCloud & Edge Computing Undisclosed Funding,-1.0,,,Founded: 2012,,0.0,
2026,integra therapeutics,Integra Therapeutics is a biotech company engineering the next generation of gene writing tools to cure genetic diseases,R+D+I Services,Business,HealthtechOmic Sciences Series A,3.0,,,Founded: 2021,,0.0,
2027,invertiaWeb,"invertiaWeb is a digital marketing agency that creates, develops and promotes online business with a view to meeting our customers' specific needs. One of our solutions of note is iWebConnector, the first connector that streamlines online stores quickly and facilitates stock management, product sales and promoting different areas of e-commerce (online store, marketplace, comparators and aggregators).","Consultancy & Agency, Ecommerce & Trade, Marketplace, Saas, Software licence","Business, Consumer",AdtechAutomationBusiness Services & Software Ecommerce ICT & Mobile Sustainable mobility IoT & Sensors  Seed,2.0,,,Founded: 2013,,1.0,
2028,ionic AI,"We deliver the smoothest ""iPhone like"" user experience for all Android devices, whilst simultaneously expanding battery life for each particular user and case.  We have developed software solutions by creating intelligent and self-aware algorithms that uniquely adapt to their environment (mobile, tablets, wearables...) in real time. (Android, Linux ecosystem)  Battery improvement (+10-40%) Fluidity improvement (98% vs 70% or less of stock Android) CPU usage (around 1/3 of normal use)","Consultancy & Agency, Other types of licence",Business,ICT & MobileAI & Big DataAutomation  Pre-seed,1.0,,,Founded: 2016,,4.0,
2029,itcher,itcher solves the world’s entertainment discovery problem through a well-tested artificial intelligence (“AI”) technology that connects people (not products!) through entertainment. We help individuals solve the recurring problem around what to do in their spare time.,Subscription,Consumer,Digital Content & MediaCloud & Edge Computing Undisclosed Funding,-1.0,,,Founded: 2017,,0.0,
2030,ixalud,"We work with the latest technology in health, rest, water and air devices, with the aim of improving your quality of life.",Ecommerce & Trade,Business,HealthtechBioengineering & Regenerative medicine Undisclosed Funding,-1.0,,,Founded: 2021,,0.0,
2031,jobbing.io,"Accede a más de 100 centros I+D sin tener que revisar miles de ofertas, te hacemos la selección a medida.",Software licence,Business,Business Services & SoftwareAI & Big Data Pre-seed,1.0,,,Founded: 2019,,4.0,
2032,juga.io,"Juga.io is a smart content authoring platform as well as a marketplace for mobile and web publishers. Our platform supports content templating and offers a growing number of templates: text articles, video streaming, trivia, personality tests, horoscopes, slideshows, etc. To produce, sell and schedule a high quantity of quality content, we designed an efficient Google Spreadsheet + FTP workflow. Our customers consume our API to embed the latest content generated for them.","Saas, Subscription",Business,Digital Content & MediaCloud & Edge ComputingGaming  Pre-seed,1.0,,,Founded: 2015,,2.0,
2033,myHEALTH WATCHER,"Since we're committed to improving people's quality of life, We'are creating a platform, related to a mobile app helpin people to achieve a healthier lifestyle. Eating, health condition, physical activity, & artificial intelligence, are our main drivers. At the end of the day, we'll provide very valuable data analitycs, using I.A. for the food sector. Meanwhile we' ve developed monetization products for both B2B and B2C sides, bringingservices/knowledge getting income & data to keep moving on","Saas, Subscription",Business,HealthtechAI & Big Data Seed,2.0,,,Founded: 2017,,6.0,
2034,myWorkUp,"MyworkUp és una plataforma web mobile on connecten empreses i usuaris per a feines de curta durada. Específicament, per al món d'esdeveniments culturals, esportius i promocionals. Una de les principals diferències d'aquesta empresa és que estableixen la relació laboral amb els treballadors.","Marketplace, Subscription","Business, Consumer",AdtechAutomationRobotics & Collaborative Robotics  Pre-seed,1.0,,,Founded: 2015,,2.0,
2035,nearCrumbs,"We help agrofood industries to get their data secure and always available. We understand the informatic complexity of this kind of business, so we created a specialized collection of solutions for their needs to ensure their growth.","Consultancy & Agency, Development & Manufacturing, Saas, Software licence, Subscription",Business,ICT & MobileCybersecurityBusiness Services & Software Hardware Logistic Tech Sustainable mobility IoT & Sensors Cloud & Edge Computing Automation  Pre-seed,1.0,,,Founded: 2013,,7.0,
2036,nicetrails,"Nicetrails is a service that turns geographical data into tangible 3DPrinted models for hikers and mapping services: 3D Printed mountains.   ¿We use the global digital fabrication ecosystem to design, produce and deliver a unique personalised product.  With millions of worldwide mountaineers there¿s potential for growth and scale.  Using our propietary technology (TopoFab tech), we can build any 3D terrain with satellite imagery, and create a fabrication-ready model for additive manufacturing.",Saas,"Business, Consumer",Digital Content & MediaAdditive manufacturing Pre-seed,1.0,,,Founded: 2016,,0.0,
